Target_genes	E2F4|Average	SRX027401|Adipocytes	SRX019963|GM06990	SRX150410|GM12878	SRX150445|HeLa	SRX668217|HRPEpiC	SRX150679|K-562	SRX194566|MCF-7	SRX194567|MCF-7	SRX150480|MCF_10A	STRING
ZC3H18	186.000000	0	0	172	197	0	717	0	0	588	0
IFT140	185.888889	0	0	253	59	0	262	259	0	840	0
CRAMP1	185.888889	0	0	253	59	0	262	259	0	840	0
TNKS2	185.777778	153	0	113	364	0	455	0	0	587	0
CCDC200	185.444444	0	0	0	106	217	261	178	0	907	0
LARS1	185.333333	0	0	242	0	0	182	403	0	841	0
RPS15A	185.222222	0	0	217	419	0	328	244	0	459	0
HSPA13	185.222222	197	0	126	134	0	170	159	0	881	0
ANAPC5	185.111111	0	0	98	346	0	305	221	0	696	0
NUFIP1	185.000000	139	0	0	0	0	218	463	0	845	0
GPALPP1	185.000000	139	0	0	0	0	218	463	0	845	0
TM7SF3	184.888889	96	150	0	309	0	411	0	0	698	0
MED21	184.888889	96	150	0	309	0	411	0	0	698	0
TSTD2	184.666667	118	0	229	164	0	271	101	0	779	0
RPGRIP1L	184.666667	138	0	197	220	0	194	338	0	575	0
PIP4K2C	184.666667	0	0	0	150	0	571	106	0	835	0
NCBP1	184.666667	118	0	229	164	0	271	101	0	779	0
FTO	184.666667	138	0	197	220	0	194	338	0	575	0
CATSPERG	184.444444	0	0	0	0	0	112	0	0	1548	0
PSMD7	184.333333	0	0	193	195	0	461	262	0	548	0
PDE4DIP	184.222222	0	0	0	392	0	0	213	0	1053	0
NOC3L	184.222222	0	0	101	388	0	224	94	0	851	0
FILIP1L	184.222222	329	0	160	0	0	92	0	0	1077	0
ZNF681	184.111111	342	0	92	0	0	243	752	228	0	0
SHC3	184.111111	0	0	0	0	0	0	361	126	1170	0
RPSAP58	184.111111	342	0	92	0	0	243	752	228	0	0
EIF1B	184.111111	0	0	190	256	0	627	0	0	584	0
RTCB	183.888889	118	0	387	0	0	0	227	0	923	0
ABCD3	183.888889	207	0	91	310	0	288	0	0	759	0
NUTF2	183.777778	0	0	149	332	0	381	192	0	600	0
ICE2	183.777778	197	0	192	207	0	278	0	0	780	0
CENPT	183.777778	0	0	149	332	0	381	192	0	600	0
SLC7A1	183.666667	147	0	0	228	0	277	297	0	704	0
VMP1	183.333333	0	0	117	0	0	153	733	206	441	0
PTRH2	183.333333	0	0	117	0	0	153	733	206	441	0
RNF121	183.222222	143	0	217	490	0	277	183	0	339	0
LOC100133315	183.222222	143	0	217	490	0	277	183	0	339	0
MAPK8IP3	183.000000	0	0	183	0	0	445	0	0	1019	0
ZCCHC3	182.888889	0	0	205	134	0	431	0	0	876	0
TCAF2	182.888889	166	0	421	0	0	141	134	0	784	0
C20orf96	182.888889	0	0	205	134	0	431	0	0	876	0
TNFAIP1	182.666667	0	0	184	0	0	231	0	0	1229	0
SUN3	182.666667	230	0	0	0	0	0	535	0	879	0
IFT20	182.666667	0	0	184	0	0	231	0	0	1229	0
C7orf57	182.666667	230	0	0	0	0	0	535	0	879	0
POMK	182.555556	0	0	218	169	0	458	0	0	798	0
ZBTB9	182.333333	272	0	150	208	0	293	176	0	542	0
NR2C2	182.333333	147	0	0	211	0	308	0	0	975	0
MAK	182.333333	0	0	0	98	0	620	0	0	923	0
MAMDC2	182.222222	0	0	299	146	328	0	241	233	393	0
LMCD1	182.222222	213	192	170	0	0	0	416	0	649	0
KDM4A	182.111111	0	0	0	0	0	1171	0	0	468	0
CLASP2	182.111111	402	153	246	0	0	163	0	0	675	0
RPS6KB2	182.000000	160	0	190	99	0	437	264	0	488	0
PTPRCAP	182.000000	160	0	190	99	0	437	264	0	488	0
MYL6B	181.777778	215	0	159	150	0	308	0	0	804	0
MYL6	181.777778	215	0	159	150	0	308	0	0	804	0
FAM107B	181.777778	0	0	0	0	0	0	0	0	1636	0
ENO1	181.666667	199	0	0	364	0	351	0	0	721	0
EIF3CL	181.666667	152	0	117	0	0	171	319	0	876	0
EIF3C	181.666667	152	0	117	0	0	171	319	0	876	0
CCNT1	181.666667	0	0	206	225	0	314	198	0	692	0
RAP2A	181.555556	239	0	498	169	0	172	0	0	556	0
FLNA	181.555556	223	0	0	277	0	193	234	0	707	0
EMD	181.555556	223	0	0	277	0	193	234	0	707	0
CCDC138	181.555556	443	0	0	120	0	225	310	0	536	0
SEC22A	181.444444	202	0	203	271	0	167	127	0	663	0
STARD7	181.222222	223	0	0	194	0	393	211	0	610	0
WDR18	181.111111	0	0	396	0	0	245	117	0	872	0
TMEM14B	181.111111	88	0	100	362	0	439	0	0	641	0
DENND2B	181.111111	0	0	0	348	0	388	0	0	894	0
ZBTB6	180.888889	0	0	0	494	0	357	138	0	639	0
RC3H2	180.888889	0	0	0	494	0	357	138	0	639	0
KCNJ14	180.888889	151	0	117	129	0	186	239	0	806	0
GRWD1	180.888889	151	0	117	129	0	186	239	0	806	0
C16orf72	180.888889	170	0	0	94	0	160	0	0	1204	0
HARBI1	180.666667	131	0	124	326	0	381	177	0	487	0
ATG13	180.666667	131	0	124	326	0	381	177	0	487	0
SFI1	180.555556	160	0	255	275	0	140	156	0	639	0
EIF4ENIF1	180.555556	160	0	255	275	0	140	156	0	639	0
DCTPP1	180.444444	131	0	160	0	0	222	243	0	868	0
TBCB	180.222222	173	0	128	218	0	213	119	0	771	0
POLR2I	180.222222	173	0	128	218	0	213	119	0	771	0
OVOL3	180.222222	173	0	128	218	0	213	119	0	771	0
ARMC1	180.222222	0	0	81	267	0	141	260	0	873	0
PAGR1	180.000000	0	0	156	415	0	394	146	0	509	0
MVP	180.000000	0	0	156	415	0	394	146	0	509	0
NUP62	179.666667	0	0	0	295	0	475	0	0	847	0
IL4I1	179.666667	0	0	0	295	0	475	0	0	847	0
ATF5	179.666667	0	0	0	295	0	475	0	0	847	0
TCN1	179.555556	0	0	0	227	0	0	190	0	1199	0
PUS7L	179.555556	0	0	173	251	0	168	140	0	884	0
IRAK4	179.555556	0	0	173	251	0	168	140	0	884	0
TREX1	179.444444	270	0	209	369	0	0	0	0	767	0
SHISA5	179.444444	270	0	209	369	0	0	0	0	767	0
RAC1	179.444444	129	0	0	260	0	399	101	0	726	0
BCAS4	179.444444	0	0	0	279	0	284	566	0	486	0
TBC1D10B	179.333333	0	0	144	181	0	312	163	0	814	0
PCYOX1L	179.333333	201	0	146	130	0	220	0	0	917	0
MYLPF	179.333333	0	0	144	181	0	312	163	0	814	0
ST3GAL3	179.222222	0	0	0	148	0	1156	0	0	309	0
SOD2	179.222222	0	0	220	94	0	315	200	0	784	0
FUBP1	179.222222	283	0	147	141	0	96	267	0	679	0
DNAJB4	179.222222	283	0	147	141	0	96	267	0	679	0
NDE1	179.111111	202	0	235	102	0	194	114	0	765	0
MARF1	179.111111	202	0	235	102	0	194	114	0	765	0
PIGW	179.000000	0	0	0	308	0	309	0	0	994	0
MYO19	179.000000	0	0	0	308	0	309	0	0	994	0
EOMES	178.888889	583	0	131	0	0	0	0	0	896	0
PSPH	178.666667	0	102	0	179	0	357	0	0	970	0
CYLD	178.666667	0	0	0	0	0	132	692	0	784	0
CCT6A	178.666667	0	102	0	179	0	357	0	0	970	0
TRNAU1AP	178.555556	0	0	116	223	0	742	0	0	526	0
VTA1	178.444444	0	0	219	202	0	359	265	0	561	0
NMBR	178.444444	0	0	219	202	0	359	265	0	561	0
C6orf226	178.444444	395	0	0	0	0	0	332	0	879	0
ARPC1A	178.444444	200	0	80	337	0	547	128	0	314	0
HDGFL2	178.333333	123	0	94	92	0	123	112	0	1061	0
HERC2	178.222222	223	0	0	144	0	192	0	0	1045	0
MVB12A	178.111111	0	0	0	366	0	212	0	0	1025	0
LDLR	178.111111	0	0	0	280	0	284	238	0	801	0
KLF11	177.888889	197	0	0	200	0	492	0	0	712	0
ZNF250	177.666667	0	0	0	0	0	133	113	0	1353	0
TIMM8A	177.666667	0	0	0	188	0	323	495	0	593	0
PKNOX1	177.666667	244	0	130	222	0	389	0	0	614	0
SMARCC1	177.555556	145	0	0	247	0	559	0	0	647	0
ZNF232	177.444444	137	0	122	152	0	330	0	0	856	0
USP6	177.444444	137	0	122	152	0	330	0	0	856	0
MYO5C	177.444444	0	0	0	0	0	0	377	0	1220	0
DHX9	177.333333	138	0	82	236	0	405	0	0	735	0
ECM1	177.222222	91	0	0	0	0	145	0	0	1359	0
AP3S2	177.222222	160	0	198	114	0	123	0	0	1000	0
PPIP5K2	177.000000	199	0	203	146	216	104	298	0	427	0
GIN1	177.000000	199	0	203	146	216	104	298	0	427	0
POGZ	176.888889	0	0	159	150	0	182	163	0	938	0
NENF	176.888889	0	0	0	133	0	519	0	0	940	0
UBXN4	176.777778	143	0	0	295	0	330	0	0	823	0
PSMA6	176.777778	152	0	85	119	0	172	161	0	902	0
C19orf25	176.777778	0	0	130	176	0	297	0	0	988	0
TMEM209	176.666667	0	0	142	330	0	433	264	0	421	0
SSMEM1	176.666667	0	0	142	330	0	433	264	0	421	0
PIR	176.555556	0	0	0	329	0	256	0	0	1004	0
GET4	176.555556	200	0	148	206	0	471	0	0	564	0
CHPF2	176.555556	0	0	118	161	0	410	0	0	900	0
BMX	176.555556	0	0	0	329	0	256	0	0	1004	0
ABCF2-H2BE1	176.555556	0	0	118	161	0	410	0	0	900	0
ABCF2	176.555556	0	0	118	161	0	410	0	0	900	0
CUTC	176.111111	0	0	123	170	0	237	0	0	1055	0
COX15	176.111111	0	0	123	170	0	237	0	0	1055	0
CCT2	176.111111	0	0	118	185	0	174	156	0	952	0
CEP85	176.000000	193	0	0	221	0	337	0	0	833	0
XPO5	175.888889	162	0	69	544	0	454	0	0	354	0
WDR60	175.888889	220	0	0	314	0	387	191	0	471	0
POLH	175.888889	162	0	69	544	0	454	0	0	354	0
PLEKHH3	175.888889	132	0	145	0	0	169	0	0	1137	0
ESYT2	175.888889	220	0	0	314	0	387	191	0	471	0
CNTNAP1	175.888889	132	0	145	0	0	169	0	0	1137	0
CCR10	175.888889	132	0	145	0	0	169	0	0	1137	0
SARDH	175.777778	0	0	0	0	0	0	1285	297	0	0
ZNF436	175.555556	0	0	175	118	0	509	176	0	602	0
NAXE	175.555556	0	0	0	0	0	200	251	0	1129	0
HDAC6	175.555556	0	0	0	569	0	256	0	0	755	0
GPATCH4	175.555556	0	0	0	0	0	200	251	0	1129	0
PIGA	175.444444	151	0	0	298	0	398	98	0	634	0
SMNDC1	175.333333	111	0	153	151	0	253	170	0	740	0
MRTO4	175.222222	0	0	181	295	0	516	0	0	585	0
HIRIP3	175.222222	0	0	236	366	0	350	248	0	377	0
EMC1	175.222222	0	0	181	295	0	516	0	0	585	0
SLC35B1	175.111111	88	0	125	0	0	160	166	0	1037	0
CRADD	175.000000	0	0	185	128	0	165	328	0	769	0
TPMT	174.777778	241	0	0	0	0	338	0	0	994	0
RPS3	174.777778	0	0	129	255	0	567	0	0	622	0
KDM1B	174.777778	241	0	0	0	0	338	0	0	994	0
DCXR	174.777778	116	0	210	0	0	146	0	0	1101	0
POMZP3	174.666667	0	0	0	139	0	599	270	0	564	0
EIF4A2	174.666667	209	0	0	500	0	294	117	0	452	0
SNTB2	174.555556	0	0	0	200	0	573	0	0	798	0
SEPTIN2	174.555556	138	0	106	155	0	193	130	0	849	0
HDLBP	174.555556	138	0	106	155	0	193	130	0	849	0
FAR1	174.444444	238	0	165	0	0	107	96	0	964	0
GARS1	174.333333	0	0	123	278	0	568	238	0	362	0
UBTF	174.222222	198	179	221	0	0	581	0	0	389	0
RNF138	174.111111	330	0	0	109	0	386	0	0	742	0
SLFN14	174.000000	0	0	0	128	0	0	368	0	1070	0
HIBCH	174.000000	215	0	0	0	0	0	375	0	976	0
MICALL1	173.888889	0	0	0	0	0	96	0	0	1469	0
HEATR5B	173.888889	245	0	0	137	0	155	238	0	790	0
GPATCH11	173.888889	245	0	0	137	0	155	238	0	790	0
API5	173.777778	0	0	97	274	0	411	191	0	591	0
SLC35B4	173.666667	0	0	75	182	0	438	98	0	770	0
RFT1	173.555556	198	0	97	131	0	149	162	0	825	0
MED10	173.555556	0	0	0	371	0	389	0	0	802	0
RNMT	173.444444	191	0	0	339	0	285	142	0	604	0
LSM2	173.444444	182	0	0	105	0	363	151	0	760	0
HSPA1L	173.444444	182	0	0	105	0	363	151	0	760	0
HSPA1A	173.444444	182	0	0	105	0	363	151	0	760	0
HBS1L	173.444444	144	0	0	203	0	498	0	0	716	0
FAM210A	173.444444	191	0	0	339	0	285	142	0	604	0
RBX1	173.333333	0	0	171	152	0	166	325	0	746	0
NUP160	173.333333	107	0	0	406	0	338	0	0	709	0
VEGFB	173.222222	291	0	152	0	0	248	217	0	651	0
PPP1R14B	173.222222	291	0	152	0	0	248	217	0	651	0
LOC114841035	173.222222	291	0	152	0	0	248	217	0	651	0
FKBP2	173.222222	291	0	152	0	0	248	217	0	651	0
PRR30	173.000000	158	0	0	0	0	319	0	0	1080	0
PREB	173.000000	158	0	0	0	0	319	0	0	1080	0
CDC20B	173.000000	119	0	389	0	0	177	0	0	872	0
CADM2	173.000000	0	0	261	0	0	0	264	0	1032	0
HYAL1	172.888889	143	0	0	129	0	178	0	0	1106	0
GDI2	172.888889	245	0	0	175	0	318	0	0	818	0
EPHX1	172.888889	0	0	0	0	0	208	0	0	1348	0
FDFT1	172.777778	0	0	310	135	0	134	273	0	703	0
MAP3K7CL	172.666667	112	0	105	330	0	431	105	0	471	0
CCT8	172.666667	112	0	105	330	0	431	105	0	471	0
LRCH4	172.555556	119	0	78	131	0	213	0	0	1012	0
HNRNPLL	172.555556	86	0	0	171	0	292	0	0	1004	0
FBXO24	172.555556	119	0	78	131	0	213	0	0	1012	0
P3H4	172.444444	0	0	145	156	0	0	219	0	1032	0
FKBP10	172.444444	0	0	145	156	0	0	219	0	1032	0
CDC14B	172.444444	180	0	215	195	0	138	492	0	332	0
C1orf174	172.444444	492	0	65	0	0	305	0	0	690	0
SNRNP200	172.333333	113	0	137	298	0	225	169	0	609	0
TMOD4	172.000000	0	0	176	283	0	292	233	0	564	0
SCNM1	172.000000	0	0	176	283	0	292	233	0	564	0
PAK1	172.000000	266	0	0	180	0	326	0	0	776	0
LYSMD1	172.000000	0	0	176	283	0	292	233	0	564	0
CYP24A1	172.000000	0	0	0	0	0	0	239	0	1309	0
METTL21A	171.888889	227	182	176	115	0	153	242	0	452	0
CBY3	171.888889	164	0	98	328	0	284	198	0	475	0
TMEM121	171.777778	0	0	122	257	0	280	0	0	887	0
PEX14	171.666667	0	0	225	0	0	179	263	0	878	0
DFFA	171.666667	0	0	225	0	0	179	263	0	878	0
NECTIN1	171.555556	283	0	0	0	0	0	519	0	742	0
RGMB	171.333333	135	0	158	157	0	0	131	0	961	0
C11orf80	171.333333	180	0	0	301	0	660	0	0	401	0
UBA2	171.222222	0	0	0	323	0	601	0	0	617	0
SF3B4	171.000000	0	0	120	221	0	86	250	0	862	0
SCAI	171.000000	0	0	138	237	0	188	187	0	789	0
MTMR11	171.000000	0	0	120	221	0	86	250	0	862	0
DNAJB1	170.777778	87	0	198	295	0	219	0	0	738	0
TRIM24	170.666667	116	0	0	0	0	279	102	0	1039	0
NPTN	170.666667	182	0	0	155	0	230	0	0	969	0
TMEM256	170.444444	123	0	264	0	0	124	0	0	1023	0
SIT1	170.444444	0	0	0	343	0	259	244	0	688	0
PLSCR3	170.444444	123	0	264	0	0	124	0	0	1023	0
NLGN2	170.444444	123	0	264	0	0	124	0	0	1023	0
INPP5B	170.444444	325	0	116	0	0	237	0	0	856	0
OGG1	170.333333	0	0	0	252	0	290	100	0	891	0
FBXO42	170.222222	0	0	0	225	0	566	221	0	520	0
ADGRE2	170.222222	0	0	0	0	0	0	186	0	1346	0
NUP188	170.000000	137	0	0	255	0	452	0	0	686	0
DOLK	170.000000	137	0	0	255	0	452	0	0	686	0
ZNF257	169.888889	0	0	0	0	0	150	1074	305	0	0
PIGM	169.888889	0	0	0	0	0	182	225	0	1122	0
SIN3A	169.555556	143	0	215	236	0	126	179	0	627	0
IKZF5	169.555556	0	0	259	118	0	292	0	0	857	0
GDPD4	169.555556	0	0	0	0	0	0	0	0	1526	0
ATP6V1C1	169.555556	0	0	0	313	0	389	221	0	603	0
ACADSB	169.555556	0	0	259	118	0	292	0	0	857	0
SULT2B1	169.444444	0	0	0	424	0	144	473	0	484	0
LYZL2	169.444444	0	0	0	0	0	0	1268	165	92	0
ACAT2	169.444444	0	0	220	94	0	227	200	0	784	0
MACIR	169.333333	213	0	88	110	0	272	0	0	841	0
ERI3	169.333333	0	0	111	0	0	396	0	0	1017	0
TUFT1	169.222222	0	0	0	108	0	192	0	0	1223	0
RNF227	168.888889	123	0	0	634	0	290	0	0	473	0
SERTAD1	168.777778	221	0	0	166	0	413	0	0	719	0
MAPKAP1	168.666667	224	0	0	116	0	203	108	0	867	0
UBAC1	168.555556	169	0	120	269	0	455	0	0	504	0
SREK1	168.555556	211	0	0	409	0	340	0	0	557	0
RBM27	168.444444	0	0	125	167	0	231	168	0	825	0
ZNF335	168.333333	157	0	0	247	0	195	158	0	758	0
PITX3	168.333333	79	0	157	90	0	0	296	0	893	0
GBF1	168.333333	79	0	157	90	0	0	296	0	893	0
SNAP47	168.222222	0	0	224	0	0	247	99	0	944	0
JMJD4	168.222222	0	0	224	0	0	247	99	0	944	0
ATG7	168.111111	147	0	0	218	0	506	0	0	642	0
SUCO	168.000000	113	0	150	225	0	271	162	0	591	0
ACTR1B	168.000000	98	0	160	211	0	164	0	0	879	0
ZNF587	167.888889	0	0	376	0	0	0	325	0	810	0
PSTK	167.888889	248	0	472	116	0	208	0	0	467	0
PRR14L	167.888889	189	0	121	161	0	229	0	0	811	0
DEPDC5	167.888889	189	0	121	161	0	229	0	0	811	0
CBWD2	167.888889	0	0	0	177	0	355	226	0	753	0
KANSL2	167.777778	0	0	213	166	0	161	239	0	731	0
SNRNP70	167.666667	0	0	168	327	0	217	0	0	797	0
TRPM5	167.555556	0	0	95	0	0	197	182	0	1034	0
BUD13	167.555556	0	0	0	167	0	202	324	0	815	0
TEX2	167.444444	157	0	171	231	0	206	169	0	573	0
LHX2	167.111111	0	0	0	1013	0	0	252	0	239	0
UBE2M	167.000000	0	0	0	191	0	705	0	0	607	0
PPP2R5E	167.000000	121	0	88	0	0	160	221	0	913	0
KHDC1	167.000000	0	192	134	399	0	365	195	0	218	0
GAPDH	167.000000	0	0	287	0	0	152	0	0	1064	0
CHMP2A	167.000000	0	0	0	191	0	705	0	0	607	0
ZNF696	166.888889	106	0	0	238	0	214	153	0	791	0
RBBP5	166.888889	0	0	198	228	0	308	216	0	552	0
PRMT1	166.888889	145	0	0	0	0	161	91	0	1105	0
HDAC11	166.888889	199	0	0	0	0	239	0	0	1064	0
EIF2S3	166.888889	0	0	0	589	0	246	0	0	667	0
TSEN2	166.777778	129	0	0	280	0	470	0	0	622	0
TRAF7	166.666667	0	0	123	0	0	211	147	0	1019	0
RAB26	166.666667	0	0	123	0	0	211	147	0	1019	0
KBTBD8	166.666667	199	0	0	0	0	183	194	0	924	0
CAND1	166.666667	0	0	0	246	0	0	488	0	766	0
MGAT1	166.555556	0	0	0	362	0	269	0	0	868	0
ARHGAP21	166.555556	138	0	138	0	0	296	155	0	772	0
SP8	166.333333	0	0	0	0	0	830	0	0	667	0
LRP12	166.333333	0	0	0	213	0	235	239	0	810	0
TCEA2	166.222222	127	149	153	124	0	373	123	0	447	0
IREB2	166.222222	0	0	106	168	0	141	181	0	900	0
NR4A2	166.111111	0	0	0	204	0	378	198	0	715	0
RPS12	166.000000	0	0	155	232	0	231	194	0	682	0
ZNF564	165.888889	0	0	130	0	0	148	158	0	1057	0
DDX19A	165.888889	0	0	123	361	0	443	172	0	394	0
HMGA1	165.777778	0	0	78	313	0	830	0	0	271	0
THAP12	165.666667	107	0	105	295	0	331	0	0	653	0
GVQW3	165.666667	107	0	105	295	0	331	0	0	653	0
GPATCH1	165.666667	176	0	112	0	0	195	194	0	814	0
CTSW	165.666667	186	0	0	83	0	143	0	0	1079	0
GMCL1	165.444444	91	0	204	287	0	505	0	0	402	0
XAB2	165.333333	139	0	245	0	0	186	341	0	577	0
STXBP2	165.333333	139	0	245	0	0	186	341	0	577	0
PDHA1	165.333333	0	0	0	185	0	385	161	0	757	0
PCP2	165.333333	139	0	245	0	0	186	341	0	577	0
GZF1	165.333333	0	0	508	0	0	178	126	0	676	0
UCP2	165.111111	133	0	189	460	0	546	158	0	0	0
TRIOBP	165.000000	180	0	267	0	0	209	0	0	829	0
CDC73	165.000000	0	0	97	277	0	265	0	0	846	0
SPTLC2	164.888889	0	0	0	120	0	193	680	0	491	0
SPRYD4	164.777778	0	0	165	224	0	339	151	0	604	0
STXBP5	164.666667	0	0	0	0	0	79	420	101	882	0
HDAC1	164.666667	0	0	93	0	0	468	0	0	921	0
MANBAL	164.555556	111	0	0	335	0	473	0	0	562	0
ZNF567	164.444444	163	0	173	157	0	212	0	0	775	0
TMEM88	164.333333	136	0	170	258	0	253	0	0	662	0
STX4	164.333333	0	0	613	0	0	122	562	182	0	0
SNRPD3	164.333333	0	0	147	224	0	186	236	0	686	0
NAA38	164.333333	136	0	170	258	0	253	0	0	662	0
GUCD1	164.333333	0	0	147	224	0	186	236	0	686	0
EFEMP2	164.333333	186	0	0	83	0	131	0	0	1079	0
CYB5D1	164.333333	136	0	170	258	0	253	0	0	662	0
ACTN4	164.333333	114	0	155	228	0	430	0	0	552	0
MFSD14B	164.222222	178	0	0	0	0	394	207	0	699	0
YWHAB	164.111111	115	0	0	122	0	137	0	0	1103	0
DPH2	164.111111	0	0	0	217	0	480	0	0	780	0
B4GALT2	164.111111	0	0	0	217	0	480	0	0	780	0
ATP6V0B	164.111111	0	0	0	217	0	480	0	0	780	0
XPO4	164.000000	263	0	128	0	0	159	412	0	514	0
WDR36	164.000000	0	0	163	273	0	313	198	0	529	0
SMCHD1	164.000000	179	190	189	194	0	262	0	0	462	0
G2E3	164.000000	228	0	85	195	0	202	292	0	474	0
WASL	163.888889	0	137	0	363	0	771	0	0	204	0
RPS23	163.888889	127	0	103	148	0	160	203	0	734	0
PLAUR	163.888889	133	0	0	0	0	117	95	0	1130	0
ATP6AP1L	163.888889	127	0	103	148	0	160	203	0	734	0
SPECC1	163.777778	145	0	0	203	0	179	0	0	947	0
SMIM13	163.666667	0	0	0	511	0	636	0	0	326	0
CORO6	163.666667	383	0	209	0	0	670	0	0	211	0
CEP162	163.444444	135	0	158	221	0	95	386	0	476	0
TNFAIP8	163.333333	118	0	0	396	0	184	0	0	772	0
PSMC4	163.333333	0	0	117	329	0	288	0	0	736	0
KITLG	163.333333	101	0	0	313	0	0	275	0	781	0
ZBTB49	163.111111	126	0	770	0	0	149	0	0	423	0
TFDP2	163.111111	201	0	242	0	0	0	205	0	820	0
LYAR	163.111111	126	0	770	0	0	149	0	0	423	0
EFCAB2	163.111111	0	0	0	197	0	386	0	0	885	0
DOK3	163.111111	0	0	102	146	0	163	377	0	680	0
DDX41	163.111111	0	0	102	146	0	163	377	0	680	0
TAF1	163.000000	0	0	0	197	0	137	202	0	931	0
OGFOD2	163.000000	0	0	189	240	0	174	0	0	864	0
ARL6IP4	163.000000	0	0	189	240	0	174	0	0	864	0
ABCB9	163.000000	0	0	189	240	0	174	0	0	864	0
DHRS4L2	162.777778	152	0	0	302	0	122	0	0	889	0
LDHA	162.666667	0	0	0	166	0	187	147	0	964	0
EEF1AKNMT	162.666667	112	0	143	145	0	263	0	0	801	0
USP48	162.444444	242	0	118	314	0	467	0	0	321	0
PCOTH	162.444444	313	0	89	184	0	152	81	0	643	0
MIPEP	162.444444	313	0	89	184	0	152	81	0	643	0
C1QTNF9B	162.444444	313	0	89	184	0	152	81	0	643	0
ZNF513	162.333333	0	0	196	0	0	278	288	0	699	0
CSRP1	162.333333	238	92	0	151	0	123	0	0	857	0
UTP18	162.222222	145	0	152	0	0	392	126	0	645	0
MBTD1	162.222222	145	0	152	0	0	392	126	0	645	0
GPATCH8	162.000000	162	0	0	190	0	413	0	0	693	0
MPV17L2	161.888889	121	0	169	91	0	154	0	0	922	0
CARHSP1	161.888889	0	0	0	202	0	211	444	0	600	0
TOR3A	161.777778	0	0	136	236	0	182	263	0	639	0
NAA25	161.666667	0	0	203	184	0	431	0	0	637	0
STRIP2	161.555556	190	136	0	141	0	283	0	0	704	0
FITM1	161.555556	0	0	0	189	0	88	0	0	1177	0
ERVH48-1	161.555556	0	0	254	0	0	327	273	0	600	0
ERLIN1	161.555556	223	0	0	253	0	502	0	0	476	0
BSG	161.555556	0	0	0	344	0	260	133	0	717	0
IQCE	161.444444	0	0	114	118	0	281	194	0	746	0
DYRK3	161.444444	132	0	0	196	0	311	0	0	814	0
BRAT1	161.444444	0	0	114	118	0	281	194	0	746	0
VEPH1	161.333333	0	0	0	305	0	0	613	94	440	0
FMR1	161.222222	0	0	0	359	0	453	0	0	639	0
UHRF1BP1L	161.111111	145	0	0	212	0	0	632	157	304	0
TECR	161.111111	0	0	198	295	0	219	0	0	738	0
PSAT1	161.111111	0	0	0	351	0	186	0	0	913	0
NFYC	161.111111	0	0	83	232	0	526	0	0	609	0
MED27	161.000000	0	0	253	0	0	138	258	0	800	0
FBL	161.000000	0	0	0	329	0	311	133	0	676	0
EID1	161.000000	0	0	100	510	0	312	0	0	527	0
TAF12	160.888889	0	0	205	168	0	450	116	0	509	0
TDRKH	160.777778	0	0	0	0	0	141	584	142	580	0
PDXP	160.777778	170	126	144	174	0	191	0	0	642	0
GALK2	160.777778	0	0	158	129	0	295	0	0	865	0
C16orf95	160.777778	109	0	97	220	0	282	135	0	604	0
TPTEP2-CSNK1E	160.666667	0	0	0	0	0	0	0	0	1446	0
TTLL5	160.555556	0	0	137	192	0	198	206	0	712	0
PHF20	160.555556	0	0	155	258	0	602	0	0	430	0
ERG28	160.555556	0	0	137	192	0	198	206	0	712	0
RSPH3	160.444444	189	0	0	121	0	344	0	0	790	0
SLMAP	160.333333	0	0	0	293	0	307	117	0	726	0
RBM23	160.333333	0	0	124	0	0	327	151	0	841	0
C22orf39	160.333333	0	0	133	131	0	317	206	0	656	0
SLC27A5	159.777778	151	0	252	260	0	259	0	0	516	0
UBAP2L	159.555556	155	0	0	189	0	249	0	0	843	0
IAH1	159.555556	0	0	409	0	0	0	801	226	0	0
C1orf43	159.555556	155	0	0	189	0	249	0	0	843	0
PCP4L1	159.444444	124	0	0	0	0	0	658	0	653	0
NOP14	159.444444	0	83	73	180	0	485	193	0	421	0
NBPF11	159.444444	151	0	0	169	0	229	133	0	753	0
LMNA	159.444444	0	0	0	149	0	357	150	0	779	0
GRK4	159.444444	0	83	73	180	0	485	193	0	421	0
RBM15B	159.333333	222	0	209	0	0	213	0	0	790	0
MANF	159.333333	222	0	209	0	0	213	0	0	790	0
WDR7	159.222222	152	0	0	175	0	185	0	0	921	0
NBEAL1	159.111111	113	0	142	191	0	221	0	0	765	0
ZNRF2	159.000000	133	0	146	176	0	198	0	0	778	0
UBE2G2	159.000000	0	0	0	82	0	345	296	0	708	0
U2AF2	158.777778	0	0	154	276	0	424	213	0	362	0
CCDC106	158.777778	0	0	154	276	0	424	213	0	362	0
UNK	158.666667	0	0	192	204	0	612	178	0	242	0
ULK4	158.666667	146	0	290	116	0	210	158	0	508	0
POLD2	158.666667	202	0	151	135	0	285	0	0	655	0
MLEC	158.666667	0	0	157	277	0	323	152	0	519	0
H3-3B	158.666667	0	0	192	204	0	612	178	0	242	0
PPP1R36	158.555556	0	0	133	235	0	0	143	0	916	0
PSRC1	158.444444	192	0	0	0	0	286	385	0	563	0
MED20	158.444444	0	0	290	220	0	298	147	0	471	0
LAMA3	158.444444	137	0	0	687	0	0	0	0	602	0
BYSL	158.444444	0	0	290	220	0	298	147	0	471	0
